9.995271867612293137e-01,nan,nan,nan,nan
7.271867612293144711e-01,9.960822722820763531e-01,nan,nan,nan
7.848699763593380840e-02,8.746327130264446303e-01,9.983991462113126492e-01,nan,nan
7.565011820330969083e-01,7.987267384916748592e-01,5.618996798292422712e-01,9.989929506545820459e-01,nan
3.148936170212766061e-01,6.777668952007835923e-01,1.718249733191035133e-01,9.043303121852970250e-01,9.949571356530508837e-01
