9.995271867612293137e-01,nan,nan,nan,nan
7.962174940898345543e-01,9.946131243878550965e-01,nan,nan,nan
6.288416075650117565e-02,9.079333986287952962e-01,9.983991462113126492e-01,nan,nan
7.007092198581560405e-01,8.134182174338883131e-01,6.430096051227320864e-01,9.979859013091642028e-01,nan
2.605200945626477416e-01,6.669931439764936743e-01,1.915688367129135539e-01,9.461228600201410099e-01,9.949571356530508837e-01
